user_id	post_type	question_id	answer_id
8861562	question	48720388	
8186293	question	49124814	
2163392	question	58343266	
8067584	question	49263487	
9332174	question	58299659	
588855	question	48482746	
5328198	question	58297197	
9855577	question	58291184	
5352399	question	42711144	
11368194	question	58254885	
7649569	question	44716150	
8733347	question	58237726	
11082042	question	58246751	
7089912	question	45185462	
2835597	question	48840025	
11765695	question	58224816	
8095733	question	50559654	
5046896	question	41711190	
6510496	question	38020889	
11486611	question	58134005	
5774840	question	49836816	
1889418	question	58123276	
11499479	question	58095723	
1179925	question	54830869	
1845455	question	55583306	
8438176	question	47072859	
11520760	question	58050105	
5380380	question	58027839	
2097240	question	58012094	
1917160	question	58001456	
4496794	question	50941379	
8334684	question	57974580	
4404709	question	52810702	
6997665	question	57969421	
8211505	question	57943425	
8754011	question	57950679	
1739325	question	57645155	
9149062	question	57935576	
5310324	question	36952763	
12050636	question	57881350	
1870832	question	57618507	
639973	question	24906126	
8463412	question	57863277	
4619958	question	57195278	
1424739	question	47986662	
8618806	question	57836679	
6054545	question	56886442	
8516059	question	51656000	
11880635	question	57396482	
7003420	question	57756173	
11839345	question	57455177	
10267239	question	51995977	
7818052	question	53604818	
3016483	question	56299034	
9264339	question	48432300	
11277304	question	55868975	
6022269	question	57569460	
1031775	question	35810574	
5931672	question	57571337	
5120502	question	51901386	
58634	question	41987690	
11792842	question	57542946	
5562854	question	47627395	
10764087	question	57538810	
8365803	question	57534072	
1319915	question	47538391	
768600	question	49702179	
3630804	question	57524095	
7717192	question	57513715	
8198105	question	57457817	
3588025	question	57507584	
11309950	question	57449301	
9117119	question	52138920	
10991568	question	57471897	
8210067	question	47488598	
8612257	question	51463383	
5516760	question	57457437	
4305208	question	57453511	
10763046	question	57451767	
851699	question	39688133	
10533846	question	52908944	
4469265	question	53879727	
6458245	question	57421842	
11309950	question	57415851	
604734	question	49433936	
11787513	question	57407973	
3130926	question	57404655	
1714410	question	41344168	
6485667	question	40438500	
4118039	question	49311929	
5353128	question	57346868	
1521933	question	57161576	
4909076	question	57342017	
8343436	question	47710566	
7789281	question	57309958	
1958391	question	51889378	
11325665	question	55694263	
3681169	question	47902295	
1934212	question	50781562	
4578685	question	57242141	
2684272	question	45498342	
7256784	question	50007085	
10713992	question	57215990	
2760995	question	54706146	
11335550	question	57200621	
3076183	question	46327294	
7470369	question	41881220	
6802252	question	57170918	
1133286	question	56746191	
6347629	question	51530864	
7085724	question	41823068	
8358457	question	57125306	
11752312	question	56927982	
9117119	question	52241680	
1829370	question	40009134	
9357193	question	57116847	
1868775	question	43845397	
3118611	question	54638544	
2593810	question	57058178	
6322860	question	55051978	
4096462	question	47299624	
5150942	question	53788434	
9678047	question	57038907	
9114361	question	57036970	
3457417	question	50882282	
996366	question	56987142	
10515022	question	55765234	
9028779	question	50125844	
10796158	question	57006351	
10796158	question	56994291	
6339494	question	56981889	
11766668	question	56977277	
7180393	question	46333603	
11762082	question	56961856	
7933838	question	48819022	
996366	question	56946995	
11652193	question	56944592	
4409660	question	53476305	
5116025	question	56801148	
3491125	question	56604151	
11108743	question	56730888	
3458727	question	49398255	
9364931	question	56814449	
1651268	question	56803220	
11703492	question	56774954	
6185403	question	48457124	
5807031	question	44627977	
10234830	question	56753075	
11202128	question	56327207	
7483494	question	51801648	
5352399	question	42703500	
7295767	question	50718045	
9357193	question	56694234	
4229637	question	50544730	
11210924	question	56659428	
10880612	question	54389727	
4896087	question	56589726	
6470853	question	50405987	
7631183	question	51699001	
10234830	question	56577529	
8316412	question	56573515	
8006728	question	49545926	
11579387	question	56569755	
7981821	question	56565281	
6764113	question	51360827	
10914139	question	56532866	
10917403	question	55115110	
1405024	question	44560549	
11376348	question	56299770	
6458245	question	56519029	
8209968	question	56517963	
7343062	question	43906048	
10555987	question	53512281	
10279275	question	52172956	
1138160	question	56447330	
10452700	question	56344611	
9126050	question	51221549	
1009508	question	56438374	
11597231	question	56439066	
4088201	question	50054419	
10853036	question	54624562	
8501856	question	56360776	
2242636	question	56302243	
1150683	question	56354461	
6528055	question	56363925	
2163392	question	56337100	
9113939	question	56321238	
5381185	question	56276064	
user2180519	question	38933793	
6859553	question	52664110	
7962824	question	56278769	
10731613	question	56274885	
11229625	question	56268409	
8104036	question	55235230	
3990607	question	48560227	
3101671	question	53492199	
6356060	question	48098951	
3743194	question	41665799	
11523776	question	56208056	
3441597	question	56101737	
4561745	question	56195865	
4058766	question	56177767	
3399468	question	45723596	
11227347	question	56164632	
10251792	question	51948171	
11494978	question	56119773	
4406595	question	56111871	
6435921	question	46768519	
11490916	question	56106546	
610569	question	56069685	
9691706	question	56095153	
10269402	question	54887809	
9679298	question	56079012	
3158028	question	45446983	
4102479	question	53667213	
2527680	question	36498127	
942767	question	48843521	
4858640	question	56003198	
7576115	question	53212672	
3212998	question	46104525	
11210476	question	55950608	
4947590	question	55944874	
7195376	question	55944771	
10721563	question	55776436	
3179768	question	43866413	
10479094	question	54476162	
11352300	question	55923791	
1374228	question	40601975	
682661	question	55889923	
3338823	question	47274299	
2580505	question	54203451	
5989288	question	55561207	
682661	question	55886074	
7802149	question	51312012	
9456238	question	51944836	
3751644	question	50058439	
10304086	question	55629790	
1777805	question	55840486	
1654930	question	55834790	
205147	question	55802181	
7362261	question	55779286	
10551250	question	55757380	
9369590	question	49345786	
6055195	question	36785083	
10360015	question	52345699	
3236215	question	55734820	
8100895	question	52172859	
11255365	question	55680101	
8523015	question	47151562	
1601580	question	45113245	
4579533	question	55705797	
10834477	question	55702657	
4931135	question	53998282	
4984066	question	46150757	
7904219	question	55695575	
11264858	question	55593506	
7896849	question	55683729	
6728973	question	55571664	
5427239	question	46572100	
10040141	question	51202181	
1777805	question	55677342	
10293495	question	52090857	
6705122	question	49792820	
11352300	question	55667521	
456654	question	55658464	
7560008	question	55534572	
10290351	question	52513973	
7156572	question	55577711	
6002424	question	50753477	
9301213	question	55561540	
4516640	question	39815518	
5713713	question	44503603	
8201676	question	49969006	
3449534	question	55529236	
6152687	question	43526362	
5036521	question	49794023	
6417245	question	55463117	
5686015	question	55411921	
11086150	question	55230183	
3521339	question	41255268	
11263538	question	55368861	
298206	question	55375849	
6802252	question	46696859	
6850749	question	39582703	
1162647	question	44947104	
4794308	question	37107223	
5010040	question	49206869	
9177422	question	51469446	
11233481	question	55266853	
6354442	question	42596057	
8767500	question	46717742	
5353461	question	55179282	
10460782	question	55205487	
5157633	question	52656692	
1575548	question	42611316	
9011045	question	55157832	
8815081	question	49834380	
4164526	question	55157855	
1179925	question	55159789	
4186749	question	47955437	
7701969	question	42815131	
1670694	question	55075715	
8315741	question	55108063	
1783398	question	54967216	
7348519	question	51373919	
6721603	question	55065924	
1727392	question	55052547	
3929490	question	51526952	
2737131	question	55047065	
1477917	question	46875546	
2084944	question	54069363	
7075360	question	54969120	
4345719	question	54870295	
470184	question	54948897	
11135406	question	54942416	
5712621	question	54850710	
5196692	question	54919993	
8650391	question	54105174	
11114048	question	54868152	
9361586	question	54849722	
4613543	question	34295136	
5711134	question	41285440	
9665421	question	54773106	
11096059	question	54808117	
8279690	question	54806742	
797880	question	41123879	
3705055	question	47302085	
9222818	question	54765818	
913098	question	54746829	
7928487	question	49313650	
9781660	question	54738045	
7017670	question	54697642	
8244858	question	44873204	
2801506	question	43488194	
6382445	question	54660069	
5468985	question	50797135	
6191385	question	38157972	
5148990	question	54629689	
6083655	question	54610665	
2706419	question	49501538	
416206	question	53216162	
588855	question	54583747	
7865134	question	53680660	
8511957	question	54576155	
588855	question	54565092	
9486067	question	50213274	
10858691	question	54549539	
2844527	question	54542023	
11015343	question	54526837	
5495381	question	54497130	
user9778234	question	54480821	
10287557	question	54478702	
4345719	question	54476186	
6728052	question	54458911	
10532348	question	54440507	
10189460	question	51717751	
713042	question	54414885	
9494790	question	52551296	
1562773	question	40957421	
1996112	question	54091670	
588855	question	54407441	
4400634	question	40225932	
10971017	question	54377389	
7124707	question	47305618	
7231732	question	54380830	
3987085	question	54374956	
7959545	question	54366265	
3551700	question	54346498	
7474000	question	43633883	
3424990	question	54339299	
6288172	question	53548976	
3747801	question	43743593	
1910320	question	51018501	
4728177	question	54330586	
5008823	question	48054531	
8898218	question	51152658	
610569	question	54247143	
7908461	question	50128278	
2956066	question	48482787	
10931692	question	54248280	
610569	question	54246548	
5250620	question	43328632	
5352399	question	49299609	
4880918	question	51963377	
10858691	question	54213855	
4728650	question	48274929	
10323453	question	54191700	
5476969	question	44601367	
10907042	question	54166865	
1568741	question	54161221	
779837	question	54155481	
1273987	question	54151981	
1866775	question	54093950	
8279690	question	54085357	
10873178	question	54057112	
8814209	question	48547660	
7490161	question	52812815	
9984948	question	54041867	
8874373	question	48529625	
7553189	question	42532386	
8857724	question	53740577	
348637	question	54022742	
7855502	question	47416861	
10853569	question	53993348	
8386115	question	53981322	
470184	question	53980031	
7241796	question	53979127	
604734	question	51782021	
7984318	question	53970034	
7984318	question	53970974	
7547722	question	53966446	
7770327	question	51322381	
3293726	question	53843711	
10569558	question	53900771	
2938494	question	53901603	
6657314	question	53900755	
3238085	question	53851793	
10820453	question	53885868	
7241796	question	53871303	
10763046	question	53845873	
4967460	question	48542473	
7632928	question	42499592	
5550546	question	47380961	
7820513	question	43329935	
10799089	question	53808163	
5145237	question	53802846	
6096869	question	44679439	
7726284	question	48257255	
673592	question	48265926	
8386115	question	53794937	
1179925	question	53772787	
552231	question	53769556	
10730211	question	53581298	
1495935	question	53765453	
6252787	question	47462114	
7865134	question	53618757	
7483494	question	53706462	
8928144	question	53615765	
5190014	question	37657260	
1538049	question	53705666	
4398309	question	53652015	
10766737	question	53699675	
8834241	question	53678336	
9999715	question	53668101	
2701950	question	47565825	
10227526	question	53653303	
9181865	question	48129804	
10751270	question	53639839	
1179925	question	53620163	
10746494	question	53622076	
6304774	question	42613747	
10716074	question	53609972	
6491276	question	53598915	
9142137	question	53582005	
9789543	question	53540808	
6115356	question	42494517	
8804960	question	53156298	
4847250	question	53559147	
6640916	question	40708169	
7677894	question	53539348	
4986593	question	53533974	
5378310	question	53520576	
6477475	question	40511562	
9968404	question	53322488	
9793316	question	52166308	
9633432	question	53474056	
8085890	question	53437666	
1179925	question	49417546	
7985466	question	53480391	
9044381	question	53435534	
5321842	question	53479523	
7503252	question	53482975	
6411159	question	52358505	
1158977	question	53463259	
4566277	question	53443475	
5056575	question	40769363	
5825952	question	34945554	
5794690	question	45975753	
5845276	question	53332663	
7483494	question	53301916	
4438957	question	42823627	
10278110	question	52791686	
2247040	question	44130892	
2576839	question	44923831	
4333609	question	43871162	
4104334	question	53291571	
5495304	question	53254586	
5796133	question	53242875	
7571462	question	53232969	
10625599	question	53215816	
5848524	question	43121986	
2518644	question	45631235	
8916723	question	53203218	
1259561	question	53185089	
9408163	question	53106686	
7403989	question	43247620	
7896849	question	52252442	
6384539	question	53098566	
67405	question	36950394	
4896087	question	42460217	
10409299	question	52484793	
user9900027	question	53018226	
6619344	question	43386463	
4829349	question	53063170	
7429494	question	53051274	
7625017	question	53020898	
7240397	question	51390692	
667883	question	47852516	
9619147	question	52187913	
8163412	question	53000957	
1735729	question	52991969	
7078744	question	46224598	
6157515	question	52980291	
8307221	question	52956726	
5762613	question	46545986	
10083414	question	52933222	
2374138	question	52914542	
8015346	question	48600374	
6349472	question	52853080	
1179925	question	52831235	
1179925	question	52845785	
1179925	question	52845711	
6038900	question	50288416	
8926217	question	52598959	
10500621	question	52800582	
10500621	question	52797747	
2961270	question	48385376	
1259561	question	52607063	
5813490	question	34987509	
9049053	question	52761666	
5931447	question	37891954	
3711985	question	52756283	
4025749	question	52754463	
3511901	question	52749836	
445142	question	43900125	
988709	question	43060206	
470184	question	52408753	
818663	question	48385265	
3830495	question	52697996	
10020793	question	52660985	
6182430	question	51113982	
583464	question	52634226	
7745641	question	46589680	
5634425	question	52579346	
8129236	question	50047653	
2139625	question	52567121	
470184	question	52513802	
3946761	question	52503396	
8669711	question	46585069	
6277964	question	48504543	
3052890	question	52282108	
6533075	question	52478005	
3419427	question	48101576	
3522130	question	52463538	
8188156	question	52449207	
4406595	question	52433384	
2247040	question	47389536	
701338	question	52410154	
2769316	question	35138131	
4406595	question	52384386	
4406595	question	52352678	
5688175	question	49359489	
639776	question	52299108	
9749637	question	52267314	
10253383	question	51960225	
6166220	question	48675722	
9144471	question	52250821	
7866526	question	51591550	
8100895	question	52034983	
1739325	question	52217422	
4790871	question	49285112	
9096553	question	51972647	
1097347	question	43962599	
8000479	question	43928642	
7896849	question	52201643	
8977425	question	52201594	
5220257	question	51211443	
6183298	question	51107527	
4133342	question	52188435	
7819329	question	52184053	
1264018	question	46970872	
9811496	question	50410799	
7944338	question	52169024	
4469265	question	52158598	
7561372	question	52157213	
10305819	question	52134926	
10109949	question	51818763	
10301457	question	52121536	
5914897	question	44772931	
1990276	question	35394446	
10277696	question	52031587	
2988056	question	51363709	
8100895	question	52048171	
8100895	question	52046971	
5331881	question	52030554	
6786718	question	44064753	
10278110	question	52033171	
7062483	question	52023702	
4859982	question	52018645	
4000693	question	51959507	
8403981	question	51968293	
4406595	question	51949208	
5794690	question	45806669	
9851811	question	51917036	
9851811	question	51907813	
1531248	question	51886142	
1521933	question	51825926	
5539313	question	50308750	
7896849	question	51874695	
7938316	question	51848406	
3653289	question	49785133	
3979919	question	48618525	
3076183	question	44161967	
5152497	question	47474869	
3427580	question	36464923	
6779006	question	40144805	
9075609	question	49533736	
3962073	question	33828582	
1552585	question	43914931	
8337739	question	51828770	
8755792	question	51541610	
5078993	question	48964757	
5025377	question	51755160	
7483494	question	48831585	
893697	question	51773208	
8811242	question	51770552	
5141702	question	51769200	
3179768	question	44357055	
1838270	question	45708443	
5104026	question	51758211	
6541612	question	49278571	
9761720	question	51703367	
9342893	question	51736120	
8384788	question	51712732	
7373736	question	50063514	
4660313	question	47490834	
10159342	question	51683471	
5808490	question	34870614	
8372455	question	51621107	
4269003	question	44036971	
8298309	question	45067108	
8894626	question	47197989	
8836872	question	47028242	
7050062	question	51591069	
6451244	question	51593126	
9165727	question	51576642	
6666660	question	51559118	
8234476	question	51409906	
1417053	question	38025639	
4109069	question	51537837	
2610323	question	39096757	
2954187	question	41815354	
7090133	question	51475745	
1446289	question	49458905	
8599868	question	51465526	
3147590	question	35687678	
7865134	question	51453964	
7054410	question	49391386	
3854058	question	49149699	
4841392	question	51346551	
5432071	question	51343169	
5171213	question	48309322	
8902495	question	47166795	
4279227	question	47411492	
8251036	question	44895846	
9662411	question	51288330	
6315101	question	51281917	
8919365	question	47968975	
2475195	question	51200361	
1615732	question	40986009	
7482867	question	51254382	
7482867	question	51253644	
5507905	question	45352589	
7087509	question	51239455	
5811854	question	51235508	
5352399	question	44857373	
4482655	question	41813665	
7575552	question	51216221	
5759234	question	51212755	
9287711	question	51185079	
1669710	question	51161751	
6691834	question	51192220	
6636290	question	41378461	
7907205	question	51123198	
9008599	question	47976616	
2521225	question	51143206	
5651936	question	38225770	
6185403	question	48820093	
2571168	question	51034355	
5651936	question	39295263	
8495328	question	51096667	
6802252	question	47362296	
9237594	question	48335699	
4657751	question	51038266	
4473303	question	35241251	
5107084	question	43341970	
9495941	question	51008505	
7644710	question	50991189	
9855577	question	50978361	
2411320	question	38189153	
user9942241	question	50860182	
4263284	question	47556001	
9953596	question	50898628	
2616232	question	41617463	
7688740	question	46608664	
2276831	question	50820527	
5468985	question	50811990	
3990607	question	39921607	
5688175	question	49510612	
5129113	question	47183159	
5063789	question	50630657	
9238717	question	50756732	
1560300	question	43126116	
4196810	question	50437670	
1934212	question	50693322	
5904928	question	50751689	
7146153	question	50723287	
5638586	question	50710493	
7297756	question	41147734	
3947361	question	50672583	
5181947	question	46725634	
9527885	question	50657449	
1538049	question	46646736	
9871654	question	50618266	
6509588	question	39902596	
2093930	question	41005375	
9517822	question	50600624	
6761066	question	41299126	
6878758	question	50539641	
7943280	question	48139621	
1610428	question	50559586	
697363	question	42747742	
2452761	question	37849322	
8364914	question	50545596	
7127268	question	50542683	
5257891	question	47143718	
9755419	question	50518758	
6425854	question	50513422	
6731940	question	50511212	
9794186	question	50440696	
7388586	question	50435336	
1923086	question	47035367	
9137052	question	50420359	
9188950	question	50396739	
user8566323	question	46807010	
934904	question	47277279	
7994236	question	43922198	
1037845	question	42065171	
8485963	question	50311253	
4974473	question	47206714	
1783398	question	46367875	
5171213	question	48372575	
3851234	question	45189531	
7906327	question	45030966	
9605728	question	50263007	
9061899	question	49534421	
2279682	question	50212330	
8376578	question	50209981	
1559696	question	45292391	
5993117	question	48725179	
1446289	question	50082882	
916691	question	50156010	
5225453	question	50124712	
2696794	question	48219296	
5904928	question	49864214	
590335	question	50041558	
7682259	question	50098336	
1218046	question	50065484	
8376578	question	50087271	
9364291	question	50085955	
6997153	question	42751952	
2487256	question	50067558	
9219699	question	48264676	
8526434	question	50063237	
8241607	question	50028940	
5922381	question	50032197	
423977	question	49973379	
7280300	question	48610981	
8553203	question	48216137	
4663377	question	48917447	
3291312	question	49857979	
8375348	question	49927354	
6438307	question	40430186	
1860369	question	49929070	
7796520	question	49925374	
9118677	question	47889999	
1601580	question	47955463	
7763306	question	48608501	
9115663	question	49889385	
3523464	question	49646304	
9544630	question	49842865	
5904928	question	49838852	
8426349	question	49832900	
3604136	question	49830584	
9413255	question	49823513	
2990927	question	36853328	
7994456	question	44226932	
4564080	question	49741328	
7994456	question	49713848	
6422477	question	49739356	
3291198	question	48890758	
7122952	question	49554650	
3424990	question	48860586	
4871661	question	49691932	
6243345	question	47193088	
4802126	question	49674079	
2476920	question	37900366	
1932978	question	45642905	
4130393	question	49627267	
7663887	question	42616625	
1367204	question	49373721	
6476080	question	49525530	
4500090	question	49544495	
9262788	question	49535729	
1179925	question	49533965	
4773697	question	49534172	
7730044	question	49514284	
2950746	question	37073953	
2600357	question	47118678	
8226050	question	49388365	
9516820	question	49379448	
7448860	question	49369472	
699168	question	49362616	
9464810	question	49354239	
5107084	question	41806128	
7457101	question	49358277	
8055061	question	49346253	
4844184	question	37572948	
4345535	question	49161652	
8770778	question	49278504	
5863689	question	49296099	
6734133	question	43795423	
1452257	question	36437989	
183123	question	45199643	
3990607	question	47197885	
5359882	question	44493395	
4380945	question	34970681	
9284728	question	49190288	
7759152	question	49177169	
8286720	question	45162446	
1823270	question	48670989	
2863057	question	43459013	
712995	question	48993004	
8710510	question	49116544	
5440222	question	49103096	
4218014	question	46746249	
9443673	question	49102978	
1115237	question	49096281	
3789200	question	49091553	
3860928	question	44972565	
470184	question	49019241	
3424990	question	43533610	
1351721	question	48272913	
8404593	question	48541652	
6341510	question	49020509	
2612484	question	44647258	
8795104	question	49007816	
9418446	question	49008862	
8495328	question	49007163	
2178942	question	49003884	
818663	question	48872738	
1714410	question	48802603	
7091449	question	48946706	
9347341	question	48967068	
6097525	question	48345857	
2414957	question	42260167	
170521	question	48816873	
7260404	question	48796469	
785494	question	41531695	
7214344	question	48044595	
2175173	question	48851439	
5759084	question	48840499	
2443944	question	48358289	
158652	question	36565430	
4697075	question	48827687	
3924957	question	48835595	
8015346	question	48832052	
4724057	question	46155868	
3152047	question	46394574	
4811003	question	39810356	
6185403	question	48716184	
6916919	question	48771136	
3701294	question	48740685	
7228012	question	48733918	
3120870	question	41707621	
1179925	question	48675114	
6185403	question	48714919	
8725045	question	46581434	
6092839	question	48702001	
3679391	question	34574714	
1615732	question	48677128	
67405	question	48555290	
1380929	question	48634151	
2847699	question	40198364	
378147	question	46913748	
6375116	question	43610527	
8176285	question	48402009	
5200329	question	48549101	
5808490	question	35330117	
9294070	question	48541336	
8176285	question	48414717	
774907	question	48529169	
8145356	question	48490280	
6341510	question	48482483	
2956066	question	48464281	
1354712	question	48452999	
1179925	question	45480820	
8759276	question	48361864	
7487368	question	48372994	
667883	question	48370286	
5204864	question	48366249	
1645784	question	46146757	
5197034	question	48355140	
6772173	question	39216640	
9231518	question	48309346	
2969402	question	48315094	
7649980	question	43293030	
3274693	question	36966316	
3990607	question	48324152	
68571	question	43073582	
6733064	question	41174294	
8580622	question	48253906	
8015346	question	48230031	
7449890	question	48303166	
4348880	question	48034205	
4728650	question	47813715	
4244519	question	48252481	
9213381	question	48251943	
5776838	question	37935920	
6506440	question	48247301	
7100037	question	48238656	
5299052	question	41789133	
3735065	question	48211346	
8939735	question	48192342	
7568128	question	42268180	
3571955	question	48169791	
1653729	question	48158454	
6659095	question	48140989	
5029595	question	42256938	
8893169	question	48121763	
8015346	question	47929557	
9014709	question	48114258	
45843	question	47009560	
3933614	question	48100954	
6656513	question	38670055	
5626617	question	47798854	
2263419	question	48074705	
3130081	question	48057841	
9162290	question	48055704	
5247266	question	48041468	
7309666	question	48027263	
6279632	question	48001759	
5714432	question	47991379	
1571008	question	47288073	
7038887	question	47946413	
1424739	question	47987202	
1051769	question	46428676	
8959105	question	47959726	
7733184	question	47935253	
8423254	question	47865695	
8665752	question	47907306	
678572	question	47543113	
1861627	question	41273361	
2910704	question	47431649	
3476136	question	40330775	
5291590	question	47864509	
4706789	question	47796396	
7732719	question	47837880	
6213491	question	47809776	
6356060	question	47795309	
6461720	question	37973005	
6311081	question	42386797	
5694420	question	37350131	
7869835	question	47707990	
9074528	question	47723873	
814601	question	47582982	
4724046	question	47721792	
8199671	question	45190707	
8015346	question	47638633	
9050433	question	47676138	
6802252	question	47683440	
5915270	question	43290373	
6784621	question	44565186	
3827807	question	40866124	
9036760	question	47585698	
7944338	question	47629598	
6590555	question	47616700	
1606150	question	40164583	
3162899	question	44778439	
2399935	question	47580615	
6435921	question	47509074	
8820772	question	47490393	
4909000	question	47458521	
6288172	question	47442792	
678572	question	47445732	
3670532	question	25366863	
4724046	question	47418871	
4229637	question	47403634	
7983915	question	47386862	
3251207	question	36764791	
1420026	question	47394572	
3390810	question	47393251	
1135703	question	47385781	
6195240	question	42130491	
5628686	question	47312396	
6802252	question	47299378	
2014067	question	39716241	
5442244	question	47272383	
4218014	question	47272971	
5024858	question	35800893	
3371460	question	47245866	
4816045	question	47179307	
1538049	question	47203019	
4478914	question	46966865	
8731410	question	47198593	
6833276	question	47092626	
1318499	question	47120637	
6252787	question	47111691	
2614596	question	47034892	
2334092	question	47103581	
440502	question	47025036	
8874960	question	47076707	
8457059	question	45657733	
3001665	question	47035862	
8015346	question	47021810	
8015346	question	46941747	
8015346	question	47017880	
1436907	question	41830723	
4400904	question	46946204	
8036988	question	46204569	
3972606	question	44156974	
6174837	question	46995209	
3214482	question	46991820	
6039807	question	42241038	
6631259	question	40016933	
3747801	question	46813667	
8427065	question	46861966	
852049	question	46853247	
6435921	question	46832151	
6802252	question	46819088	
6661139	question	46221420	
4400904	question	46638835	
3315422	question	46529834	
6212667	question	46779659	
6288172	question	46777793	
5181947	question	46753234	
5561494	question	46663424	
1514064	question	38762104	
1598462	question	46676008	
1563616	question	46673882	
7945697	question	46639430	
7017670	question	41570901	
6380584	question	42122168	
3575125	question	46612583	
5013415	question	31105548	
4160323	question	46572463	
1281264	question	46498332	
6777983	question	45825701	
149367	question	44465354	
8276928	question	46514138	
3670532	question	36706379	
6616571	question	46482787	
1082933	question	46309753	
3104352	question	46460030	
3306766	question	46452020	
8109311	question	46450040	
8274639	question	46443566	
4478914	question	46418373	
8426817	question	45539595	
1281264	question	45929573	
8669711	question	46404581	
8667476	question	46397260	
290163	question	33140000	
1133286	question	33616593	
4724057	question	46340949	
814601	question	46324476	
8274639	question	46295331	
4674270	question	42306632	
6751201	question	42389822	
6105651	question	46247619	
3480922	question	39859516	
1965985	question	46097968	
3907250	question	45949141	
8035148	question	46188309	
1115237	question	46177721	
5100074	question	38728895	
5328198	question	45924742	
3687439	question	39933545	
3818405	question	46105702	
4388946	question	46102209	
6147251	question	46087294	
3910919	question	46040656	
7818934	question	43225218	
4724057	question	46034363	
4674270	question	42315289	
3290399	question	46011973	
1934212	question	45994346	
4984066	question	45995498	
1965985	question	45924269	
6862790	question	40330965	
5328198	question	45901298	
4884530	question	35792910	
5417164	question	36997090	
2938494	question	30822009	
8187094	question	45780563	
8507779	question	45846995	
8187094	question	45807493	
3399468	question	43576922	
3656094	question	45763988	
5654715	question	45758023	
6157456	question	45755022	
5530553	question	45739697	
3620605	question	45734182	
5594549	question	45726422	
2845414	question	45525260	
6484304	question	45692238	
7337505	question	45368931	
8241998	question	45632684	
5530553	question	45592118	
7913721	question	45639292	
7220545	question	45612698	
8360054	question	45590240	
8170644	question	45582182	
5621202	question	45564706	
2409473	question	45566695	
8426202	question	45556786	
8176285	question	45538874	
1115237	question	45545109	
6725958	question	45509356	
539617	question	45521499	
3609407	question	45497754	
8411658	question	45484726	
5921433	question	45469043	
8176285	question	45264388	
5779223	question	45401394	
8302299	question	45420926	
5631237	question	45373740	
4359558	question	42623978	
656912	question	45393594	
3768495	question	42660871	
7645314	question	44315559	
3587282	question	45353497	
4577697	question	45328843	
4564080	question	45323647	
1115237	question	45265436	
125440	question	45296431	
3789716	question	45278286	
3860928	question	45217973	
3694146	question	42822486	
2832033	question	45184741	
937153	question	33627888	
5779223	question	45162998	
8176285	question	45170288	
67405	question	36927025	
8282397	question	45140619	
