user_id	post_type	question_id	answer_id
9646766	question	55220139	
11920173	question	59080486	
11065347	answer	59078187	59079051
3741834	question	59078187	
5105118	answer	59076750	59078658
9757894	question	59076750	
12408668	question	59071535	
10565612	answer	59060769	59076756
10565612	question	59060769	
4762738	question	59075439	
1782792	answer	59074105	59074802
12068687	question	59074105	
7635889	question	59072341	
5368083	answer	59069058	59069122
3337089	question	59069058	
1320510	answer	58915905	58927631
1031417	question	58915905	
4643214	question	59067871	
12445260	question	59069156	
2999490	question	59055309	
10259604	question	59066615	
6031995	answer	59038076	59038208
12014180	question	59038076	
12442431	question	59062591	
11589729	question	59064884	
11357668	question	59064128	
12442073	question	59061857	
12409784	question	59047502	
4407697	answer	47440955	48720973
5257891	question	47440955	
10178162	question	59054968	
12438246	answer	57123405	59051835
11418890	question	57123405	
3923920	answer	58996451	59012798
11758704	question	58996451	
3675331	question	59047365	
12426136	answer	59023033	59046345
12426136	question	59023033	
1524289	answer	59042282	59043785
3204706	question	59042282	
1338797	answer	59035736	59043968
11816060	question	59035736	
12292000	question	58610020	
5096197	answer	59039424	59039483
4669778	answer	59039424	59039514
8506672	question	59039424	
1714410	answer	48516113	48516748
893697	question	48516113	
11549445	question	59036452	
9661136	question	59036338	
2973474	answer	59035523	59035645
4508879	answer	59035523	59035647
12424865	question	59035523	
1376472	question	59034659	
3994824	answer	59026939	59034403
12420306	question	59026939	
12429495	question	59033917	
5154274	answer	55906129	55907407
9772204	question	55906129	
11318002	question	59033436	
1667256	answer	56846266	56940049
8700970	question	56846266	
3719374	answer	59005509	59031735
3719374	question	59005509	
8551949	answer	57685689	59031658
11158631	question	57685689	
12425307	question	59020862	
10969751	answer	52092999	56172997
1610232	answer	52092999	59022748
8860105	question	52092999	
1353861	answer	59018085	59018196
1902610	answer	59018085	59022333
1902610	question	59018085	
9773847	answer	59021162	59021304
9773847	question	59021162	
3066739	question	59019393	
12392460	question	58935010	
10582271	answer	59004046	59004562
11719635	question	59004046	
12423136	question	59014683	
1699075	answer	59012033	59013020
4472469	question	59012033	
11719635	question	59013625	
1519264	answer	58898253	59013359
4267015	question	58898253	
7706837	answer	59008313	59012970
7706837	question	59008313	
8521468	question	59006891	
4449586	answer	56204731	56205032
11090561	answer	56204731	59002957
6276393	question	56204731	
9025861	answer	58996426	58996767
12416600	question	58996426	
11025104	question	58996378	
12218428	question	58990905	
8482400	answer	44791344	45751588
1730503	question	44791344	
1524289	answer	58948739	58952848
11194738	question	58948739	
3374996	answer	53806892	53813415
10771746	question	53806892	
10970106	answer	58922916	58982928
10970106	question	58922916	
2962786	question	58980510	
6276241	answer	58977601	58979506
1150683	question	58977601	
12356107	question	58978756	
12159592	question	58977490	
1002903	question	47616531	
11530462	answer	56916896	58974373
7912310	question	56916896	
10782860	question	58946939	
9499285	answer	55444572	55486668
2806163	answer	55444572	58967823
7281675	question	55444572	
2091948	answer	58966086	58966156
10133797	answer	58966086	58966228
12406471	question	58966086	
8271309	answer	58941886	58942528
8296055	question	58941886	
2846923	answer	58962204	58962735
5673106	question	58962204	
57973	answer	58959547	58959742
1999605	answer	58959547	58961941
2594171	question	58959547	
12406102	question	58961908	
1999605	answer	58863153	58961393
9718033	question	58863153	
12405333	question	58959525	
6370655	answer	58921394	58923974
10126796	answer	58921394	58937340
7554826	question	58921394	
4146344	answer	58828422	58955281
4146344	question	58828422	
6802252	answer	47382952	49063003
6216583	answer	47382952	52219018
8668595	answer	47382952	58955163
6802252	question	47382952	
11082042	answer	58870076	58950331
11986950	question	58870076	
10290351	answer	58679475	58918429
1628697	answer	58679475	58944217
11368194	question	58679475	
3801361	answer	51180234	51180353
2475195	question	51180234	
5157376	answer	49856659	58940265
5321842	question	49856659	
9632441	answer	58585019	58843880
4133301	question	58585019	
12398718	question	58939250	
243103	answer	58937573	58938099
10736997	question	58937573	
10800115	answer	58932935	58934958
12397225	question	58932935	
9805238	answer	51544666	52078645
10668469	answer	51544666	53448464
10948657	answer	51544666	54303267
12361469	answer	51544666	58932123
4509339	question	51544666	
1899150	answer	31324739	31349941
1714410	answer	31324739	31847179
1452257	question	31324739	
9962169	question	58930078	
8529518	answer	58927172	58927257
10843480	answer	58927172	58927607
6402099	answer	58927172	58927705
12212392	question	58927172	
5904928	question	58926940	
12354022	answer	58797155	58926786
12354022	question	58797155	
2616185	answer	53353785	58924310
8619880	question	53353785	
10310516	answer	58913954	58921359
10310516	question	58913954	
11574051	question	58920516	
2793618	question	58919389	
1782792	answer	58918032	58918100
10310516	question	58918032	
2097240	answer	58739419	58808059
2276700	answer	58739419	58911198
4373898	answer	58739419	58918412
1184789	question	58739419	
10658824	question	58918053	
11513352	question	58907306	
6672690	answer	58916141	58916346
12114621	question	58916141	
7372766	answer	58914944	58915567
6942918	question	58914944	
12071548	question	58905368	
5904928	question	58902616	
2609470	question	58901811	
5974433	answer	47212464	47212932
2097240	answer	47212464	47213203
3234803	question	47212464	
5276158	answer	58899284	58899451
11419806	question	58899284	
12381839	question	58888150	
9758922	answer	58870350	58882041
10704050	question	58870350	
12017078	answer	58884873	58894001
12370156	question	58884873	
6682690	answer	58893823	58896093
3363813	question	58893823	
12382444	answer	52731782	58890075
9900888	question	52731782	
6605131	answer	38444202	38751824
12382943	answer	38444202	58891002
6605131	question	38444202	
12094550	answer	58890437	58890764
9571212	question	58890437	
1265749	question	58889078	
12319491	question	58888076	
12071548	question	58888215	
12380718	question	58885687	
5917787	question	58879512	
10913001	answer	58840221	58847775
8133917	question	58840221	
10375073	answer	58878393	58878502
8087151	question	58878393	
11267164	question	58877587	
7571673	answer	58249968	58256535
11405443	answer	58249968	58877562
12169167	question	58249968	
8954691	answer	58721591	58877015
11999825	question	58721591	
2694307	question	58876412	
11571383	question	58870996	
11352300	answer	58856784	58875049
11352300	question	58856784	
5840261	question	58873458	
9813733	question	58868181	
8690102	answer	57164257	57164830
4416524	answer	57164257	57178741
11290208	answer	57164257	58801546
10597829	question	57164257	
12180490	answer	58869684	58869884
12180490	question	58869684	
11897007	answer	58867771	58867814
3204706	question	58867771	
6313007	answer	58860601	58860743
11676466	question	58860601	
10607799	question	58857092	
4280242	answer	58198305	58207809
7512010	question	58198305	
9719353	question	58858492	
6921978	answer	51351004	58858725
1599247	question	51351004	
7137636	answer	45416245	45416446
3043636	answer	45416245	45416614
3043636	question	45416245	
11517841	answer	58857899	58858070
11897007	answer	58857899	58858073
9787923	question	58857899	
12371705	answer	58133683	58858324
6444811	question	58133683	
6498293	answer	50659994	50660813
9645789	question	50659994	
12117968	answer	58850038	58853556
12161741	question	58850038	
12360025	question	58849993	
6210807	answer	58848111	58849693
12369924	question	58848111	
4228275	answer	58846881	58847207
6342380	question	58846881	
11357398	answer	55963892	55964375
10959693	answer	55963892	58744400
1712316	answer	55963892	58845649
8099521	question	55963892	
1029614	answer	41867191	41870281
1297184	answer	41867191	41917378
420867	answer	41867191	54193944
5786339	answer	41867191	55615188
3167448	question	41867191	
9717778	answer	52937848	58840112
10537618	question	52937848	
12117968	answer	58839334	58839889
6372859	question	58839334	
10290351	answer	58728583	58838927
11368194	question	58728583	
12280125	answer	58838395	58838751
12280125	question	58838395	
12117968	answer	58832191	58834447
9907733	question	58832191	
4788501	answer	56580538	56755637
4093278	answer	56580538	58837573
4788501	question	56580538	
11651301	answer	58836364	58836855
1358817	question	58836364	
6316333	question	58836745	
11817137	answer	58575586	58836080
9936638	question	58575586	
9787923	question	58835778	
6117017	answer	58691535	58692931
11377766	question	58691535	
6488063	answer	56723533	58833812
3987085	question	56723533	
4931687	answer	58832251	58832477
7340475	question	58832251	
10913905	answer	58831452	58832181
10913905	question	58831452	
8764534	question	58829262	
8548414	question	49604812	
4282860	answer	58824001	58824321
9425182	answer	58824001	58824339
11381138	question	58824001	
12362171	question	58822975	
11667376	question	58811443	
2197248	answer	40472499	40472670
3109123	answer	40472499	40473079
1090562	answer	40472499	52811119
12226012	answer	40472499	58821873
6375313	question	40472499	
10457305	question	58821384	
7512010	answer	55760425	58821095
7512010	question	55760425	
11953431	question	58815825	
5683722	answer	58796931	58814776
446029	question	58796931	
11219043	answer	58797572	58798372
10773854	question	58797572	
9813733	question	58812271	
1524289	answer	58811035	58812071
9259385	question	58811035	
1917160	answer	58807467	58810760
1917160	question	58807467	
1699075	answer	58794981	58807908
5535024	question	58794981	
5348961	answer	58780684	58793907
12191507	question	58780684	
11162165	answer	58805719	58808848
9538877	question	58805719	
12232633	question	58432693	
1917160	question	58772846	
4228275	answer	58795601	58801221
6651938	question	58795601	
7030761	answer	52995288	53008270
7030761	question	52995288	
11219043	answer	58784730	58798707
11256211	question	58784730	
7372766	answer	58776447	58798079
10155127	question	58776447	
12354023	question	58797141	
10773854	question	58280223	
5898562	question	58795055	
3830871	question	58793565	
8087073	question	58793210	
130288	answer	58786596	58791644
6849749	question	58786596	
10308059	question	58790089	
6412947	question	58785463	
12114177	question	58783564	
1205019	question	58783471	
4565802	question	56060366	
8268950	answer	58606029	58783440
9855577	question	58606029	
11737991	answer	58764104	58779510
11737991	question	58764104	
4868427	answer	50183809	50192779
4868427	question	50183809	
10367414	question	58778571	
2736559	answer	58249160	58265757
10433414	answer	58249160	58735378
2736559	question	58249160	
7331631	answer	58761754	58761872
4663377	question	58761754	
7389608	answer	55782674	55821938
3528955	question	55782674	
4592059	answer	53503389	53503615
4836149	answer	53503389	53508529
10712335	answer	53503389	53512269
1133157	answer	53503389	58771327
10712335	question	53503389	
5356862	answer	58764619	58767448
11835882	question	58764619	
8716257	answer	58748719	58768294
11368194	question	58748719	
7441757	question	58766529	
12331623	question	58764486	
4647470	answer	58753038	58764014
8915760	question	58753038	
7248396	answer	47930176	47945517
6796042	answer	47930176	50484745
10495613	answer	47930176	58705167
6802252	question	47930176	
11220884	answer	58761231	58762795
5150976	question	58761231	
12023442	answer	58726388	58726488
12136403	question	58726388	
10168218	question	58758346	
9690007	answer	50322001	50327323
6547495	answer	50322001	52330020
6134679	answer	50322001	56496840
11589199	answer	50322001	58446329
4402501	answer	50322001	58753741
610569	question	50322001	
12119282	answer	58361375	58750148
11532095	question	58361375	
7372766	answer	58747157	58747543
11368194	answer	58747157	58747657
11690204	question	58747157	
6467554	answer	57531409	58745976
11354575	question	57531409	
4991418	question	58745775	
10133797	answer	58741949	58742192
9855577	question	58741949	
8546604	question	58741201	
6856156	question	58733726	
10133797	answer	58719795	58719867
9855577	question	58719795	
11370830	question	58735830	
1450312	question	58734770	
10687511	answer	56036912	58734602
8332501	question	56036912	
8563649	answer	57076930	57077204
user7676091	answer	57076930	58734171
11770758	question	57076930	
7452343	question	58733721	
11220884	answer	58729151	58733694
12331623	question	58729151	
880783	answer	57704771	57707690
11054824	answer	57704771	58730735
880783	question	57704771	
2956066	answer	48001598	48009142
1424739	question	48001598	
2915499	answer	58726483	58727960
11432795	question	58726483	
9477338	answer	58682098	58722332
11500420	question	58682098	
user7676091	answer	58722640	58723026
9813733	question	58722640	
10133797	answer	58722282	58722371
10704050	question	58722282	
9205232	question	58722233	
4578111	answer	58707748	58721970
12324897	question	58707748	
1412403	answer	52290839	52375848
8727339	question	52290839	
2099607	answer	56147685	56228514
1644412	answer	56147685	58718108
11334093	question	56147685	
11419883	question	58547063	
10133797	answer	58714685	58714959
2672788	question	58714685	
10411744	answer	58631614	58640768
3204706	question	58631614	
992489	answer	47941891	47946471
9125924	question	47941891	
1714410	answer	58705565	58706312
7109284	question	58705565	
7024006	answer	58698942	58702111
12308368	question	58698942	
3364687	answer	58703639	58703702
4663377	question	58703639	
6179333	question	58703308	
1699075	answer	58692213	58702321
9734248	question	58692213	
7311212	question	58699584	
2482068	answer	58692359	58695031
9813733	question	58692359	
12266923	answer	58692476	58694174
7962824	question	58692476	
4537160	answer	58382192	58690588
12216266	question	58382192	
12319287	question	58689997	
9894439	question	58686963	
3344403	answer	58682881	58683072
12308368	question	58682881	
4692271	question	58683876	
9461915	answer	52867069	54507633
9633432	question	52867069	
991395	question	58679596	
2891324	answer	58577713	58670167
4557735	question	58577713	
12310819	question	58668006	
12266923	answer	58654841	58656795
10704050	question	58654841	
8173793	answer	57909951	58666686
3204706	question	57909951	
11270789	question	58659967	
7488168	question	58659547	
9642811	answer	56741087	56741419
6491230	question	56741087	
11682840	answer	58656998	58658009
2590074	question	58656998	
10392393	question	58657621	
11928213	answer	58654576	58655130
7941079	question	58654576	
10736997	question	58651796	
7024006	answer	58648293	58650940
11902946	question	58648293	
2097240	answer	58649672	58649884
3216754	question	58649672	
8195695	answer	58649559	58649669
3204706	question	58649559	
4747750	answer	58543649	58647397
11047322	question	58543649	
2846923	answer	58646605	58647345
10736407	question	58646605	
10704050	question	58647327	
8563649	answer	58644645	58644705
2846923	answer	58644645	58645888
12280125	question	58644645	
4764124	answer	58631022	58645722
11060008	question	58631022	
1782792	answer	58642687	58645487
4332075	question	58642687	
3994824	answer	58644365	58644470
10435959	question	58644365	
11651301	answer	58638406	58641201
9093576	question	58638406	
7456923	answer	58609431	58609627
8047535	answer	58609431	58609723
6057371	answer	58609431	58639304
6057371	question	58609431	
5898322	question	58640902	
6350067	question	58634934	
4685471	answer	58622132	58623376
7292914	question	58622132	
12296032	question	58630507	
11744692	answer	58631088	58631264
4531017	answer	58631088	58631965
2905222	question	58631088	
2846923	answer	58629296	58629429
8563649	answer	58629296	58629433
11220884	answer	58629296	58629454
7815941	question	58629296	
4373898	answer	58626888	58627039
12246167	question	58626888	
11220884	answer	58623531	58623907
8563649	answer	58623531	58625191
7331631	answer	58623531	58625331
6639365	question	58623531	
2696422	answer	58621583	58622535
12296032	question	58621583	
8563649	answer	58457901	58622937
5688752	question	58457901	
12047436	question	58621837	
6819616	question	58620940	
6842999	answer	53580088	53580139
10368811	answer	53580088	54804591
6167785	answer	53580088	57162384
9362939	question	53580088	
1917160	question	58617146	
8253769	answer	58615611	58615761
2905222	question	58615611	
7024006	answer	58612821	58613798
12292966	question	58612821	
11579387	question	58614865	
17419	answer	58604120	58609709
12290378	question	58604120	
10342859	question	58608838	
8188139	answer	58608113	58608862
10828934	question	58608113	
712995	answer	48893528	49073626
1866775	answer	48893528	58602751
1866775	question	48893528	
1235227	answer	58582301	58582530
3293408	answer	58582301	58603060
12282496	question	58582301	
6154787	answer	37674306	37674568
5098368	answer	37674306	37675359
38626	answer	37674306	39371113
5307226	answer	37674306	40552057
995896	answer	37674306	42195267
7239944	answer	37674306	43799427
1090562	answer	37674306	44102413
5905165	answer	37674306	44242277
207661	answer	37674306	48393040
1574779	answer	37674306	49842071
1087277	answer	37674306	51384036
8522251	answer	37674306	53910639
10265789	answer	37674306	58178450
5651936	question	37674306	
2097240	answer	57999225	58002329
4867484	answer	57999225	58599783
567620	question	57999225	
7358899	question	58599391	
1220827	answer	47262955	47265298
9179860	answer	47262955	49600073
9380443	answer	47262955	49850008
4574309	answer	47262955	51659456
6482903	answer	47262955	55353183
3424990	question	47262955	
7024006	answer	58581014	58582425
9813733	question	58581014	
1782792	answer	58591562	58592165
4615566	answer	58591562	58593300
10392393	question	58591562	
7009383	question	58592264	
9710391	answer	58568766	58591128
10187580	question	58568766	
4685471	answer	58499764	58507647
12255855	question	58499764	
3994824	answer	45104970	45105886
5657715	answer	45104970	52088461
3481523	answer	45104970	58589311
7924106	question	45104970	
6117017	answer	58487061	58587760
8915760	question	58487061	
1190882	answer	58576446	58576453
7331631	answer	58576446	58576713
5136550	answer	58576446	58581961
12209793	question	58576446	
6179611	question	58585967	
1714410	answer	51605893	51606286
12202820	answer	51605893	58583505
9276417	question	51605893	
5974433	answer	45164085	45170952
2576839	question	45164085	
5974433	answer	47064178	47064497
5259805	question	47064178	
2959389	answer	58572148	58574914
7630018	question	58572148	
11520629	question	58306005	
11101750	question	58571212	
11220884	answer	58570923	58571080
11573842	question	58570923	
5974433	answer	43178668	43186440
4025920	answer	43178668	52200840
5675325	answer	43178668	58570873
6293886	question	43178668	
1490721	answer	38972380	39922584
876896	answer	38972380	41872896
5012298	answer	38972380	44907847
1490721	question	38972380	
9768074	question	58570118	
349130	answer	58556039	58557900
3686866	question	58556039	
12271508	question	58550849	
4716946	answer	53597406	53929477
10354279	answer	53597406	54590733
6606354	answer	53597406	58568017
10354279	question	53597406	
2616185	question	58564230	
12213987	question	58560117	
4332585	question	58558761	
9704615	answer	58558378	58558608
12273855	question	58558378	
8551737	question	58556266	
9704615	answer	58557857	58558104
7815941	question	58557857	
12273023	question	58555475	
9919763	question	58550768	
11133752	question	58550623	
10865285	question	58550594	
566206	answer	58548714	58549349
11579387	question	58548714	
5352399	answer	58515759	58517782
423926	answer	58515759	58521282
1450312	question	58515759	
5783902	answer	45180704	49040060
10646802	answer	45180704	58544804
8328970	question	45180704	
349130	answer	46840037	46849171
8563649	answer	46840037	46850174
8767500	answer	46840037	46857914
4591861	answer	46840037	58543573
8767500	question	46840037	
12192957	answer	57718155	58539644
2462485	question	57718155	
11759240	answer	58455975	58537983
11551046	question	58455975	
6163736	answer	47321058	47321108
8878539	question	47321058	
7117003	answer	44561728	44564449
8164738	question	44561728	
9477338	answer	58527503	58527796
6901690	answer	58527503	58527947
9374295	question	58527503	
7024006	answer	58530832	58530950
5800182	question	58530832	
5352399	answer	58525908	58530460
11091538	question	58525908	
7370233	question	58529448	
6901690	answer	58527966	58528089
6372859	question	58527966	
1523425	question	58522964	
4685471	answer	58523349	58525481
12263115	question	58523349	
10921263	answer	54983295	54983612
4296850	answer	54983295	54985652
9342787	answer	54983295	58523782
4296850	question	54983295	
8766071	answer	47943081	47960518
8766071	question	47943081	
12192957	answer	58110454	58517958
4663377	question	58110454	
10709826	question	58516423	
5904928	question	58516408	
2970853	answer	58514973	58515132
12188944	question	58514973	
4785185	answer	58332687	58345624
12068610	answer	58332687	58513059
12068610	question	58332687	
12096782	answer	58504964	58509977
12096782	question	58504964	
12251099	answer	58484400	58485150
1201296	answer	58484400	58507964
7370125	question	58484400	
11801228	question	58501521	
11167518	answer	58500587	58500946
12014180	question	58500587	
5079088	question	58501307	
12256578	question	58501897	
11520760	question	58499859	
712995	answer	49079115	49089027
11658506	answer	49079115	58498450
1578191	question	49079115	
9621112	question	58492090	
9546656	question	58484133	
2846923	answer	58488172	58488780
4429617	question	58488172	
11223907	answer	58480841	58488109
9813733	question	58480841	
12250289	answer	55648603	58482622
10759389	question	55648603	
9813733	question	58481684	
12249865	question	58481188	
1635180	answer	58409257	58479863
7554629	question	58409257	
10551333	question	58479752	
9325099	answer	55718702	56943090
3943508	answer	55718702	58479508
6367958	question	55718702	
9813733	question	58478849	
6852382	question	58476838	
7362261	answer	58475817	58475927
12247702	question	58475817	
10504087	question	58475721	
11520760	question	58475382	
5825953	answer	50814880	50814942
3551700	answer	50814880	50858709
3551700	question	50814880	
12171716	question	58464856	
7827738	answer	58458993	58467200
11233910	question	58458993	
11584728	question	58465270	
7962397	answer	58465027	58465153
12137797	question	58465027	
12023442	answer	58462173	58462757
10807103	question	58462173	
5974433	answer	41061457	41066859
4457749	answer	41061457	44674337
8068733	answer	41061457	53101097
6786718	answer	41061457	54092401
852795	answer	41061457	55173869
6630397	answer	41061457	55901240
6807211	question	41061457	
11761580	question	58458203	
5352399	answer	58447885	58456300
10844823	question	58447885	
3353760	answer	47707793	47767686
2628369	answer	47707793	47768908
9008599	question	47707793	
2628369	answer	48259511	48260431
1115237	question	48259511	
11726179	question	58444015	
7024006	answer	58441398	58442807
12235325	question	58441398	
7806129	answer	49883099	58442208
6363033	question	49883099	
11579387	answer	58398231	58436911
11579387	question	58398231	
12051039	question	57882443	
10614373	answer	58394186	58394563
5418873	answer	58394186	58431619
7370125	question	58394186	
5510668	question	58426740	
9878488	question	58422670	
271415	answer	58422023	58422158
11283404	question	58422023	
3667569	question	58418777	
5974433	answer	36696217	36705837
1536437	question	36696217	
5974433	answer	36566333	36567652
5155533	question	36566333	
5974433	answer	36556868	36557055
2219766	answer	36556868	36640091
4451856	question	36556868	
11695102	question	58413789	
5974433	answer	48431282	48432269
7443104	answer	48431282	48437314
4509378	question	48431282	
5974433	answer	44021214	44025568
5027916	question	44021214	
5974433	answer	42875770	42878478
4319301	answer	42875770	49361985
2182857	question	42875770	
7212365	answer	58407579	58408048
5864582	question	58407579	
588855	answer	54602399	54602581
10948657	answer	54602399	58406573
588855	question	54602399	
10133797	answer	58383691	58404309
9734248	question	58383691	
10133797	answer	57965732	58403997
7212365	question	57965732	
4406595	answer	54346263	54389788
4406595	question	54346263	
5154274	answer	55762581	55763110
11082319	question	55762581	
12118774	answer	58400725	58401501
5545458	answer	58400725	58401737
11522935	question	58400725	
9640377	answer	58372387	58397224
9640377	question	58372387	
12199329	answer	54170461	58393098
1934212	question	54170461	
2913106	answer	58374980	58389075
318557	question	58374980	
12192957	answer	58128078	58390920
9813733	question	58128078	
11520760	question	58390042	
3994824	answer	58389268	58389380
11701537	question	58389268	
2097240	answer	46269642	46269704
2680707	answer	46269642	49204108
8165929	answer	46269642	57375783
7194297	question	46269642	
11642693	question	58387471	
8462345	answer	57700632	58380719
3204706	question	57700632	
2182857	question	58363406	
5347362	answer	58364963	58376981
12210012	question	58364963	
12214865	question	58379445	
7882367	question	58378928	
12209035	question	58362766	
5235392	answer	58365412	58375157
4517109	question	58365412	
7348519	answer	58350826	58373505
10693598	question	58350826	
8282076	question	58361405	
7212365	answer	58368601	58368773
10693598	question	58368601	
3416340	answer	58357598	58364302
12206957	question	58357598	
3416340	answer	58359966	58364255
11569169	question	58359966	
3416340	answer	58362763	58363469
10243423	question	58362763	
9277648	question	58335070	
1090562	answer	43699506	43700102
3262787	question	43699506	
10222825	question	54358037	
3480910	answer	58349732	58350154
10693598	question	58349732	
4685471	answer	55282224	55282327
9037208	question	55282224	
4685471	answer	54497422	54497659
10594993	question	54497422	
4685471	answer	47884862	47885932
6621340	question	47884862	
4685471	answer	48342068	48342868
8913947	question	48342068	
4685471	answer	46572674	46574294
8328970	question	46572674	
4685471	answer	46705600	46709583
5794690	question	46705600	
4685471	answer	47192771	47197543
8910766	question	47192771	
12203406	question	58349094	
8829758	question	58309446	
5974433	answer	48628041	48631050
4031331	question	48628041	
5974433	answer	48720388	48742836
8861562	question	48720388	
5974433	answer	48751075	48756269
3126802	question	48751075	
5974433	answer	49124814	49126505
8186293	question	49124814	
5974433	answer	58327372	58328560
1319915	question	58327372	
5974433	answer	58343266	58343463
2163392	question	58343266	
5974433	answer	49263487	49272987
8067584	question	49263487	
12084138	question	58339683	
12192957	answer	54902024	58339360
