poster_user_id	post_type	question_id	is_answered	question_title	answer_count	view_count	answer_id	answer_creation_date	is_accepted	question_creation_date
Y Lan280243	answer	280243	na	na	na	na	8367288	1322911254	no	na
176611	answer	280243	na	na	na	na	15182629	1362287025	no	na
2617240	answer	280243	na	na	na	na	17850004	1374731351	no	na
407226	answer	280243	na	na	na	na	19008675	1380121885	no	na
962910	answer	280243	na	na	na	na	20658095	1387369315	no	na
1244663	answer	280243	na	na	na	na	24342598	1403361171	no	na
1084684	answer	280243	na	na	na	na	24987486	1406512103	no	na
1827883	answer	280243	na	na	na	na	26088052	1411928400	no	na
4199342	answer	280243	na	na	na	na	26658719	1414687552	no	na
4201899	answer	280243	na	na	na	na	26671637	1414748840	no	na
1261030	answer	280243	na	na	na	na	40072598	1476635452	no	na
1410185	answer	280243	na	na	na	na	40889052	1480510826	no	na
3875597	answer	280243	na	na	na	na	41977119	1485944238	no	na
587088	answer	280243	na	na	na	na	42824275	1489631486	no	na
5064004	answer	280243	na	na	na	na	42993060	1490337868	no	na
2452792	answer	280243	na	na	na	na	44469829	1497071830	no	na
8441618	answer	280243	na	na	na	na	45598670	1502305091	no	na
8779792	answer	280243	na	na	na	na	46755929	1508076404	no	na
6553328	answer	280243	na	na	na	na	57751171	1567395778	no	na
9652688	answer	280243	na	na	na	na	58677862	1572761887	no	na
15055	question	280243	True	Python Linked List	28	292401	0	0	na	1226388681
11421621	question	58685596	False	why is my machine learning model giving 500 error?	0	11	0	0	na	1572824361
11111375	question	58685575	False	How to train RNN on chunk of data separately to predict future class	0	18	0	0	na	1572824131
7851272	answer	58686028	na	na	na	na	58686072	1572829755	no	na
7978569	question	58686028	False	how can I checking only a spefic dict key for unique values?	1	20	0	0	na	1572829191
12317852	answer	58680923	na	na	na	na	58686065	1572829684	no	na
11423609	question	58680923	False	How to fix &quot;failed to initialize intent(inout|inplace|cache) array, input not an array&quot; who appears after using fmin_l_bfgs_b?	1	12	0	0	na	1572789887
12271804	question	58686044	False	How do I provide a monthly subscription to my python project?	0	23	0	0	na	1572829437
225020	answer	58674433	na	na	na	na	58674686	1572723752	no	na
4045964	answer	58674433	na	na	na	na	58674958	1572726033	no	na
12313374	question	58674433	False	Script does not filter swear words discord py	2	40	0	0	na	1572722016
8960403	question	58686042	False	Python Selenium Web driver openpyxl - Quizlet - loop data from cell and insert it	0	7	0	0	na	1572829436
3940406	answer	29079253	na	na	na	na	40426618	1478273962	no	na
5771269	answer	29079253	na	na	na	na	40951848	1480794726	no	na
4676379	question	29079253	False	Python turtle user input	2	8081	0	0	na	1426515905
7723070	question	58685636	False	How to send Json Object from view function to javascript	0	15	0	0	na	1572824792
12132563	question	58686018	False	numpy.float128 doesn&#39;t exist in windows, but is called from OpenGL	0	9	0	0	na	1572829057
12317823	question	58686016	False	Need help in running code from mentioned Github Repository	0	10	0	0	na	1572829039
10852841	answer	58685853	na	na	na	na	58686000	1572828880	yes	na
10309712	question	58685853	True	Plotting a CDF from a multiclass pandas dataframe	1	13	0	0	na	1572827055
49529	answer	58685917	na	na	na	na	58685988	1572828728	no	na
6636745	question	58685917	False	python list.clear() funtion empty list after each iteration when swaping	1	21	0	0	na	1572827842
5229017	question	58685981	False	How can I pass a threading.Event object to a Flask app and trigger the event on one of its routes	0	7	0	0	na	1572828637
12316458	question	58682075	False	Fehler in Python	0	46	0	0	na	1572797723
8303325	answer	58348690	na	na	na	na	58685970	1572828430	no	na
12134768	question	58348690	False	Automate Elasticsearch index creation on django app startup	1	20	0	0	na	1570829490
9201100	question	58685967	False	Connect to Azure Storage Emulator via REST API &amp; Python	0	10	0	0	na	1572828396
6836881	question	58685957	False	Any software to use offline for API learning on my laptop?	0	12	0	0	na	1572828309
4190159	question	58685954	False	Using K-Means clustering to classify scored document in Python	0	8	0	0	na	1572828261
858675	answer	58685645	na	na	na	na	58685953	1572828257	no	na
11595321	question	58685645	False	Using Espeak with os in python	1	10	0	0	na	1572824853
12308707	question	58685945	False	Error when parsing code based on greater than criteria	0	8	0	0	na	1572828164
3706723	answer	58685689	na	na	na	na	58685764	1572826084	no	na
6101336	answer	58685689	na	na	na	na	58685915	1572827811	no	na
12109095	question	58685689	False	Trying to convert list or get rid of quotes around list numbers	2	33	0	0	na	1572825247
10667884	question	58685940	False	QuiRk in numpy - All normalized elements get assigned to 0 in QR decomposition using reflectors	0	7	0	0	na	1572828113
12317831	question	58685936	False	How can I use gensim keyedvectors to find the connecting words between two given words?	0	8	0	0	na	1572828066
11297032	question	58685934	False	i got the below error while calling the app	0	6	0	0	na	1572828063
1572562	answer	16344756	na	na	na	na	16344851	1367518140	no	na
1401034	answer	16344756	na	na	na	na	16373705	1367666454	no	na
2253687	answer	16344756	na	na	na	na	19825140	1383780930	no	na
451710	answer	16344756	na	na	na	na	40150705	1476956167	yes	na
470184	answer	16344756	na	na	na	na	50832759	1528879337	no	na
6813490	answer	16344756	na	na	na	na	52358706	1537134653	no	na
640694	question	16344756	True	Auto reloading python Flask app upon code changes	6	98894	0	0	na	1367517850
9341242	answer	58685805	na	na	na	na	58685865	1572827267	no	na
10987432	answer	58685805	na	na	na	na	58685881	1572827512	yes	na
858675	answer	58685805	na	na	na	na	58685907	1572827758	no	na
12317720	question	58685805	True	Is there a way to isolate parts of a string?	3	33	0	0	na	1572826537
10430394	answer	58685759	na	na	na	na	58685903	1572827690	no	na
8186068	question	58685759	False	matplotlib numpy -- TypeError: Cannot read property &#39;props&#39; of undefined -- Graph not showing up?	1	14	0	0	na	1572826009
8481155	answer	58652274	na	na	na	na	58685896	1572827660	yes	na
8481155	question	58652274	True	Navigation Bar Dash to Flask	1	14	0	0	na	1572563611
5363824	answer	57981975	na	na	na	na	57982147	1568754848	yes	na
5136580	answer	57981975	na	na	na	na	58685893	1572827644	no	na
8534816	question	57981975	True	How to understand the cursor description returned columns in HDB from python	2	32	0	0	na	1568753818
9341242	answer	58684933	na	na	na	na	58685030	1572818788	no	na
6423998	answer	58684933	na	na	na	na	58685741	1572825840	no	na
1944468	question	58684933	False	simpy traffic light simulation	2	42	0	0	na	1572817811
11852936	question	58685890	False	How to repeate the process and store result in the new data frame pandas	0	21	0	0	na	1572827593
8796337	question	58685875	False	Program correctness for a cubic sort program	0	8	0	0	na	1572827448
12317786	question	58685867	False	Python accepting a connection time out	0	8	0	0	na	1572827308
8964748	question	58685846	False	Unable to render Scattertext HTML output	0	7	0	0	na	1572826976
3224008	answer	33388555	na	na	na	na	33388653	1446028289	yes	na
1161429	answer	33388555	na	na	na	na	38729245	1470167206	no	na
1928792	answer	33388555	na	na	na	na	42940558	1490141966	no	na
1292855	answer	33388555	na	na	na	na	43935748	1494585626	no	na
3043524	answer	33388555	na	na	na	na	50996364	1529707173	no	na
4733584	answer	33388555	na	na	na	na	51412461	1531958011	no	na
10965163	answer	33388555	na	na	na	na	54358353	1548384745	no	na
3904501	answer	33388555	na	na	na	na	58685836	1572826903	no	na
1474043	question	33388555	True	Unable to install boto3	8	95544	0	0	na	1446028044
7411395	question	58652538	False	What are different ways and tools to test data before visualization?	0	17	0	0	na	1572565988
7883	answer	390250	na	na	na	na	390280	1230072266	no	na
28835	answer	390250	na	na	na	na	390335	1230073927	no	na
3594	answer	390250	na	na	na	na	390511	1230079453	no	na
22893	answer	390250	na	na	na	na	390640	1230085813	no	na
33786	answer	390250	na	na	na	na	390662	1230087328	no	na
75033	answer	390250	na	na	na	na	12494556	1348057149	no	na
78234	answer	390250	na	na	na	na	25176504	1407396282	yes	na
Aaron Hall390250	answer	390250	na	na	na	na	30880440	1434501012	no	na
1804173	answer	390250	na	na	na	na	55181949	1552650475	no	na
733092	answer	390250	na	na	na	na	58636387	1572491132	no	na
38140	question	390250	True	Elegant ways to support equivalence (&quot;equality&quot;) in Python classes	10	176669	0	0	na	1230071452
8222873	answer	58684815	na	na	na	na	58684979	1572818234	no	na
901925	answer	58684815	na	na	na	na	58685083	1572819141	no	na
7207392	answer	58684815	na	na	na	na	58685430	1572822514	no	na
2880366	question	58684815	False	Replace None value by list in an np array	3	42	0	0	na	1572816798
2142577	question	58685769	False	Inspecting Python object in Pyodide	0	11	0	0	na	1572826160
11939660	answer	55779099	na	na	na	na	58685746	1572825881	no	na
10492052	question	55779099	False	Can I use cv2.cvtColor(image,cv2.COLOR_GRAY2RGB) on a batch of data?	1	216	0	0	na	1555809377
8302635	question	58685733	False	Why is keras SDG not optimizing properly?	0	8	0	0	na	1572825775
908494	answer	21004221	na	na	na	na	21004672	1389208949	no	na
2071317	answer	21004221	na	na	na	na	21013677	1389251060	no	na
3174619	question	21004221	False	python index out of bounds error	2	6765	0	0	na	1389207469
10971439	answer	58684924	na	na	na	na	58685731	1572825718	no	na
7065314	question	58684924	False	K-Means not resulting in elbow shape	1	28	0	0	na	1572817022
7381252	answer	58685633	na	na	na	na	58685709	1572825455	no	na
8414388	question	58685633	False	Django: Forbidden (CSRF cookie not set.), Why this is happening , and How to fix it	1	10	0	0	na	1572824767
8300135	answer	58685447	na	na	na	na	58685694	1572825298	no	na
11815537	question	58685447	True	Python - Plot multiple dataframe columns	1	24	0	0	na	1572822697
6160292	question	58685687	False	Http Request not functioning correctly	0	11	0	0	na	1572825225
7207392	answer	58666001	na	na	na	na	58667390	1572655803	no	na
4045774	answer	58666001	na	na	na	na	58685680	1572825148	no	na
8767800	question	58666001	False	Efficiently applying transition to state matrix given transition matrix	2	69	0	0	na	1572642954
8360067	question	58685672	False	Can&#39;t make a bullet list in word using docx	0	16	0	0	na	1572825060
2663156	answer	58680491	na	na	na	na	58681185	1572791853	no	na
6664872	answer	58680491	na	na	na	na	58685670	1572825052	no	na
12315833	question	58680491	False	Translating a dataframe with a second dataframe	2	35	0	0	na	1572786874
2401769	answer	58685506	na	na	na	na	58685646	1572824854	no	na
11416822	question	58685506	False	Writing Type function in Python	1	29	0	0	na	1572823380
724357	answer	15093952	na	na	na	na	15094074	1361895594	yes	na
1931666	question	15093952	True	How to use csv.Sniffer for 2 different CSV-types?	1	6763	0	0	na	1361895297
454638	answer	3878555	na	na	na	na	3878566	1286424016	no	na
459338	answer	3878555	na	na	na	na	3878584	1286424481	no	na
147019	answer	3878555	na	na	na	na	3878622	1286424962	no	na
392132	answer	3878555	na	na	na	na	3878659	1286425492	no	na
131527	answer	3878555	na	na	na	na	3878698	1286425998	no	na
84270	answer	3878555	na	na	na	na	3878738	1286426575	no	na
6899	answer	3878555	na	na	na	na	3885121	1286479267	no	na
3011683	answer	3878555	na	na	na	na	45785833	1503255794	no	na
Brian from Chicago3878555	answer	3878555	na	na	na	na	47746077	1512963404	no	na
724176	answer	3878555	na	na	na	na	54344552	1548325991	no	na
NSchrading3878555	question	3878555	True	How to replace repeated instances of a character with a single instance of that character in python	10	15408	0	0	na	1286423814
8577640	question	58685664	False	Reading C# created protobuf file in Python	0	17	0	0	na	1572824993
10526677	answer	58684166	na	na	na	na	58684255	1572812339	no	na
3799759	answer	58684166	na	na	na	na	58684256	1572812340	no	na
12027225	question	58684166	True	Im getting &quot;TypeError: integer argument expected, got float&quot; despite the fact I&#39;ve given it an integer	2	36	0	0	na	1572811628
1428102	answer	58684686	na	na	na	na	58684767	1572816402	no	na
10569027	answer	58684686	na	na	na	na	58685203	1572820139	no	na
12317339	question	58684686	False	Python dataframe, compare the value of two columns, and create a new columns	2	20	0	0	na	1572815675
1091116	question	58649679	False	ResourceWarning: unclosed file &lt;_io.BufferedReader name=4&gt;	0	19	0	0	na	1572548048
8268531	answer	45137395	na	na	na	na	45138688	1500277862	no	na
216074	answer	45137395	na	na	na	na	45138817	1500278365	yes	na
5585424	answer	45137395	na	na	na	na	45138843	1500278441	no	na
681484	answer	45137395	na	na	na	na	54455987	1548922332	no	na
2654459	answer	45137395	na	na	na	na	55069640	1552072717	no	na
30038	answer	45137395	na	na	na	na	57292808	1564582242	no	na
12317361	answer	45137395	na	na	na	na	58684715	1572815949	no	na
7589661	question	45137395	True	How do I upgrade the Python installation in Windows 10?	7	287542	0	0	na	1500273217
11058849	question	58685587	False	How do i summarize inconsistent value of strings in a pandas dataframe?	0	16	0	0	na	1572824232
12317696	question	58685628	False	New e-commerce algorithm challenge	0	19	0	0	na	1572824731
11928099	answer	58376139	na	na	na	na	58377073	1571056872	yes	na
12317444	answer	58376139	na	na	na	na	58684859	1572817228	no	na
11506172	question	58376139	True	Google Cloud Storage - Move file from one folder to another - By using Python	2	68	0	0	na	1571053719
12317663	question	58685565	False	TypeError: &#39;module&#39; object is not callable when executing pip install xlwt in cmd	0	9	0	0	na	1572823996
341510	answer	33281839	na	na	na	na	33282491	1445521343	no	na
7378293	answer	33281839	na	na	na	na	58685622	1572824651	no	na
5398820	question	33281839	True	How to access running python in vagrant from host machine browser?	2	801	0	0	na	1445519369
9177877	answer	58685335	na	na	na	na	58685607	1572824492	no	na
2899125	question	58685335	False	In pandas how to use aggregate that takes multpile columns as input?	1	19	0	0	na	1572821411
10189214	answer	58685307	na	na	na	na	58685388	1572821981	yes	na
7207392	answer	58685307	na	na	na	na	58685603	1572824432	no	na
11239328	question	58685307	True	Retain the previous cell value and copy over to next cells python pandas dataframe	2	22	0	0	na	1572821038
12317655	question	58685601	False	PostgreSQL cannot connect to fastapi applicaiton via SQLalchemy utilizing docker-compose	0	9	0	0	na	1572824425
12202977	answer	58683386	na	na	na	na	58683454	1572806562	no	na
7586785	question	58683386	True	How do I transform a python dictionary to an HttpRequest appropriately?	1	29	0	0	na	1572806019
9209726	question	58685544	False	Unable to run python pip command	0	18	0	0	na	1572823812
6256836	answer	36869394	na	na	na	na	36870375	1461687198	no	na
3147629	answer	36869394	na	na	na	na	36875425	1461703707	no	na
740987	answer	36869394	na	na	na	na	49820087	1523632042	no	na
741539	answer	36869394	na	na	na	na	58685540	1572823732	no	na
5556018	question	36869394	True	Reset an open serial port	4	21350	0	0	na	1461684561
10676716	answer	58685518	na	na	na	na	58685531	1572823644	no	na
12309149	question	58685518	True	SQL concatenating with python	1	22	0	0	na	1572823490
48087	answer	384076	na	na	na	na	384125	1229836659	no	na
99834	answer	384076	na	na	na	na	1336640	1251311375	no	na
240142	answer	384076	na	na	na	na	2205909	1265359011	no	na
174541	answer	384076	na	na	na	na	2532931	1269780580	no	na
62398	answer	384076	na	na	na	na	2666796	1271674886	no	na
3233	answer	384076	na	na	na	na	4672282	1294855651	no	na
3233	answer	384076	na	na	na	na	4691726	1295013134	no	na
ABC384076	answer	384076	na	na	na	na	7995762	1320327113	no	na
2215679	answer	384076	na	na	na	na	16630038	1368920068	no	na
788200	answer	384076	na	na	na	na	16847935	1369959387	no	na
315168	answer	384076	na	na	na	na	20698959	1387526920	no	na
122400	answer	384076	na	na	na	na	23964880	1401493191	no	na
1974655	answer	384076	na	na	na	na	26183545	1412356201	no	na
4285493	answer	384076	na	na	na	na	28266098	1422814615	no	na
474563	answer	384076	na	na	na	na	29948976	1430323396	no	na
3804199	answer	384076	na	na	na	na	30649849	1433437019	no	na
4510888	answer	384076	na	na	na	na	31991678	1439477545	no	na
10176	answer	384076	na	na	na	na	32093299	1439981115	no	na
427158	answer	384076	na	na	na	na	37895226	1466240722	no	na
3811044	answer	384076	na	na	na	na	42518044	1488313392	no	na
469294	answer	384076	na	na	na	na	45394501	1501365958	no	na
7798639	answer	384076	na	na	na	na	46482050	1506660985	no	na
4548106	answer	384076	na	na	na	na	47435836	1511356952	no	na
8634200	answer	384076	na	na	na	na	48868213	1519050213	no	na
9150146	answer	384076	na	na	na	na	56944256	1562635498	no	na
4063232	answer	384076	na	na	na	na	58259329	1570380200	no	na
48087	question	384076	True	How can I color Python logging output?	26	139432	0	0	na	1229831865
12317633	question	58685451	False	Workflow: C pointer to Python array?	0	26	0	0	na	1572822795
12032253	question	58684899	False	Django- Update an object with a list of dictionaries	0	19	0	0	na	1572817514
10027582	question	58685517	False	I am having difficulty with Flask Blueprints functioning properly	0	12	0	0	na	1572823477
9780196	question	58685293	False	Tweepy on_status showing the error, AttributeError: &#39;StdOutListener&#39; object has no attribute &#39;api&#39;	0	7	0	0	na	1572820814
51292	answer	58685407	na	na	na	na	58685476	1572823165	no	na
8474894	answer	58685407	na	na	na	na	58685507	1572823382	no	na
9988487	question	58685407	True	Project organization with Tensorflow.keras. Should one subclass tf.keras.Model?	2	20	0	0	na	1572822180
5044850	question	58685479	False	How to Use Sci-kit Learn reconstruct_from_patches_2d	0	5	0	0	na	1572823191
11751534	question	58685149	False	How to calculate similarity between columns of two matrices	0	23	0	0	na	1572819643
147204	answer	58685406	na	na	na	na	58685449	1572822768	no	na
12317603	question	58685406	False	TypeError: can only concatenate str (not &quot;int&quot;) to str, Firebase database problem	1	23	0	0	na	1572822172
11609700	answer	57998238	na	na	na	na	58685472	1572823106	no	na
11029121	question	57998238	False	How to use poppler buildpack on Heroku	1	22	0	0	na	1568828686
9952503	question	58683920	False	How to set the VATLAYER_ACCESS_KEY in Saleor eCommerce Platform?	0	12	0	0	na	1572809785
12287476	question	58685402	False	Recycleview with TextInput and multiple wondow	0	13	0	0	na	1572822149
2301287	answer	58685426	na	na	na	na	58685434	1572822566	no	na
12317194	question	58685426	True	New line list in python	1	17	0	0	na	1572822473
4492008	answer	58684384	na	na	na	na	58685177	1572819881	no	na
147204	answer	58684384	na	na	na	na	58685431	1572822536	no	na
10937345	question	58684384	False	How do I make subplots with this method	2	23	0	0	na	1572813330
5268612	answer	56207824	na	na	na	na	56207847	1558269056	no	na
1972661	answer	56207824	na	na	na	na	58685427	1572822499	no	na
10940555	question	56207824	False	Can&#39;t install pyqt5 on python 2.7	2	393	0	0	na	1558268906
6655172	answer	58392710	na	na	na	na	58685425	1572822470	no	na
4453678	question	58392710	False	Cannot use pip on NixOS anymore	1	73	0	0	na	1571135867
4276409	question	58685420	False	Why does socket.timeout hang if I call a method?	0	9	0	0	na	1572822417
12317599	question	58685418	False	Can someone critique my rock paper scissors	0	29	0	0	na	1572822389
51292	question	58685412	False	Wget fails in jupyter notebook	0	7	0	0	na	1572822337
8426944	question	58685411	False	AssertionError: Sizes of $152.6, $152.48 do not match being thrown in Python	0	12	0	0	na	1572822333
5265393	question	58675412	False	Can aubio be used to detect rhythm-only segments?	0	8	0	0	na	1572729676
12208654	question	58681335	False	How to get multiple entries in one row with writerow(entries) Python?	0	48	0	0	na	1572792740
8021286	answer	54639084	na	na	na	na	54639128	1549919086	no	na
6610330	answer	54639084	na	na	na	na	56724482	1561297573	no	na
4707189	answer	54639084	na	na	na	na	58208501	1570046030	no	na
6471283	question	54639084	True	Is there a Microsoft Visual C++ Compiler for Python 3.7.1?	3	6302	0	0	na	1549918884
5890809	answer	56665639	na	na	na	na	58683903	1572809668	no	na
6449401	question	56665639	False	Fix jumping of multiple progress bars (tqdm) in python multiprocessing	1	678	0	0	na	1560940412
12317608	question	58685390	False	Python Bubble Chart Legands- TypeError	0	7	0	0	na	1572821985
1730895	answer	58685294	na	na	na	na	58685384	1572821919	no	na
12169334	question	58685294	False	how do you make a rectangle reappear on a different part of the screen when it&#39;s collided with	1	14	0	0	na	1572820922
1832058	answer	58684668	na	na	na	na	58685382	1572821906	yes	na
12211350	question	58684668	True	How can I swap 1 letter and give all possible letter in python	1	27	0	0	na	1572815551
3000206	answer	58685320	na	na	na	na	58685329	1572821338	yes	na
2605148	question	58685320	True	Python while loop with a single equals (=)	1	32	0	0	na	1572821176
858675	answer	58679742	na	na	na	na	58685346	1572821497	no	na
1182517	question	58679742	False	Set default python with pyenv	1	32	0	0	na	1572780839
9517585	question	58685330	False	flask: RunTimeError: There is no current event loop in thread	0	8	0	0	na	1572821375
95810	answer	2339386	na	na	na	na	2339801	1267164488	yes	na
165216	answer	2339386	na	na	na	na	2340659	1267177430	no	na
5075502	answer	2339386	na	na	na	na	58685318	1572821154	no	na
272398	question	2339386	True	Python - pyparsing unicode characters	3	5967	0	0	na	1267156331
4997431	question	58684038	False	How to get post notifications from Facebook page you follow	0	13	0	0	na	1572810655
12277392	question	58685308	False	Thresholding a python list with multiple values	0	21	0	0	na	1572821042
11274776	answer	58684822	na	na	na	na	58685255	1572820536	no	na
11274776	question	58684822	False	how to read the values of a multidimensional matrix stored in a file using loops	1	15	0	0	na	1572816884
5898318	question	58685299	False	Transforming a Keras sequential API layer for the functional API	0	11	0	0	na	1572820975
12317539	question	58685286	False	Site-packages folder is orange	0	9	0	0	na	1572820704
8222873	answer	58684996	na	na	na	na	58685102	1572819270	no	na
4028009	answer	58684996	na	na	na	na	58685125	1572819440	no	na
3180151	answer	58684996	na	na	na	na	58685184	1572819931	no	na
12268505	answer	58684996	na	na	na	na	58685285	1572820698	yes	na
12317475	question	58684996	True	Need to write a function that receives a list of colours, and outputs their negative colours (pairs from a dict)	4	27	0	0	na	1572818454
12317404	question	58685266	False	ImportError: bad magic number - image splicing detector	0	4	0	0	na	1572820577
3476569	answer	58683785	na	na	na	na	58685264	1572820569	no	na
3476569	question	58683785	False	Reading in CSV to Alternate writing to outfile_1 and outfile_2 based on time difference	1	28	0	0	na	1572808756
1358308	answer	58685200	na	na	na	na	58685261	1572820556	yes	na
11751382	question	58685200	True	How do I install any package with pip when i keep getting the same error?	1	12	0	0	na	1572820119
5709763	answer	58668832	na	na	na	na	58685249	1572820488	no	na
5709763	question	58668832	False	Keras Variable Sized Mask or Slice	1	20	0	0	na	1572676911
1795924	answer	26984731	na	na	na	na	30795136	1434082004	no	na
12316752	answer	26984731	na	na	na	na	58685235	1572820371	no	na
4263403	question	26984731	True	ImportError: No Module named &#39;mt_exceptions&#39; when using Mingus library	2	1214	0	0	na	1416271661
1861357	answer	38134362	na	na	na	na	38134849	1467329537	yes	na
269612	answer	38134362	na	na	na	na	42534344	1488378568	no	na
6521116	answer	38134362	na	na	na	na	43423418	1492241035	no	na
930293	answer	38134362	na	na	na	na	52531619	1538033055	no	na
1510222	answer	38134362	na	na	na	na	57135051	1563726851	no	na
2183715	answer	38134362	na	na	na	na	58685225	1572820318	no	na
4117496	question	38134362	True	No Module named PIL	6	65499	0	0	na	1467326333
5287638	answer	58684526	na	na	na	na	58685220	1572820298	no	na
